#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         390          0.21539382     0.00179570       0.15618381     0.00130289       0.30536752     0.00254591       -27.49%     41.77%
         395          0.20367353     0.00175810       0.14761359     0.00127526       0.28891326     0.00249349       -27.52%     41.85%
         400          0.19198729     0.00197401       0.13912556     0.00142477       0.27235263     0.00280820       -27.53%     41.86%
         405          0.18002998     0.00174021       0.13040539     0.00126781       0.25553035     0.00245568       -27.56%     41.94%
         410          0.17231023     0.00194448       0.12479408     0.00143207       0.24461310     0.00271132       -27.58%     41.96%
         415          0.16239861     0.00148934       0.11751829     0.00107993       0.23076102     0.00211282       -27.64%     42.10%
         420          0.15367362     0.00146831       0.11122039     0.00106577       0.21832576     0.00208055       -27.63%     42.07%
         425          0.14270299     0.00143825       0.10319474     0.00104197       0.20292485     0.00204221       -27.69%     42.20%
         430          0.13835221     0.00145576       0.10005333     0.00105783       0.19672725     0.00205994       -27.68%     42.19%
         435          0.12950236     0.00133516      0.093586883    0.000967691       0.18428715     0.00189444       -27.73%     42.30%
         440          0.12209239     0.00149868      0.088199986     0.00108916       0.17381048     0.00212012       -27.76%     42.36%
         445          0.11533129     0.00124611      0.083259620    0.000902361       0.16430828     0.00177030       -27.81%     42.47%
         450          0.11022174     0.00123215      0.079553758    0.000892024       0.15706585     0.00175028       -27.82%     42.50%
         455          0.10680106     0.00145173      0.077110050     0.00106573       0.15214096     0.00203160       -27.80%     42.45%
         460         0.097894767     0.00113603      0.070603781    0.000822126       0.13962056     0.00161489       -27.88%     42.62%
         465         0.094702472     0.00112574      0.068276775    0.000812742       0.13512041     0.00160470       -27.90%     42.68%
         470         0.089618452     0.00109839      0.064604079    0.000794243       0.12788642     0.00156289       -27.91%     42.70%
         475         0.085684996     0.00112614      0.061705945    0.000811551       0.12239911     0.00160740       -27.99%     42.85%
         480         0.080817744     0.00106816      0.058205281    0.000771039       0.11544375     0.00152234       -27.98%     42.84%
         485         0.078618911     0.00108744      0.056612979    0.000786175       0.11232290     0.00154732       -27.99%     42.87%
         490         0.074865213    0.000980705      0.053848403    0.000706891       0.10710423     0.00140060       -28.07%     43.06%
         495         0.070434114     0.00103455      0.050696251    0.000744961       0.10068029     0.00147828       -28.02%     42.94%
